player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,14,0,,,3.8,,,0,0,1,,3,58.6,77.2,87.8,71.9,71.5,33.1,0,,100.0,5,0,0,0.0,0,15,392,5,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,17,2,-1.5,100.0,3.9,6.0,6.0,0,0,0,0.0,24,72.6,89.8,62.2,89.1,71.9,55.5,0,2,33.3,2,0,2,79.2,2,12,306,13,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,14,0,2.4,100.0,4.9,2.8,2.8,1,0,0,0.0,3,58.5,54.3,62.6,53.9,57.9,44.8,1,24,42.9,3,0,2,69.6,5,16,327,5,4,5,0,51,39,3.6,10.2
Kareem Jackson,5545,S,DEN,17,5,8.0,69.0,99.7,22.9,15.8,0,1,5,11.9,10,60.9,64.5,76.7,56.7,71.3,57.4,0,23,16.0,8,3,1,116.1,29,706,708,9,37,42,4,249,92,0.4,8.6
Devin McCourty,5552,S,NE,17,3,17.3,57.1,99.6,54.2,31.0,0,3,4,19.0,19,67.6,70.0,88.4,53.8,74.8,90.0,4,54,4.2,2,4,0,95.5,12,680,683,5,43,21,3,231,44,0.4,19.3
Jerry Hughes,5556,ED,HST,17,0,,,0.8,,,2,0,0,,13,68.1,71.4,54.5,71.3,59.7,25.6,1,,77.8,7,0,4,0.0,0,3,384,10,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,17,1,8.0,100.0,4.3,17.0,17.0,0,0,0,0.0,16,56.2,66.4,90.6,59.6,71.5,61.9,0,8,25.0,2,0,1,100.0,1,17,394,8,5,1,0,8,0,0.5,8.0
Corey Peters,5607,DI,JAX,12,1,,,0.8,,,0,0,0,,15,63.5,66.4,85.1,61.4,63.3,76.0,0,,0.0,0,0,0,0.0,0,1,133,1,2,0,0,0,0,0.0,
Al Woods,5646,DI,SEA,14,0,,,1.3,,,0,0,0,,29,59.3,68.2,67.3,67.5,65.2,52.4,0,,0.0,0,0,1,0.0,0,2,158,3,2,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,11,0,,,1.3,,,0,0,0,,4,74.2,85.8,26.0,81.8,78.8,53.2,0,,40.0,2,0,4,0.0,0,4,315,11,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,17,2,12.5,58.9,99.3,15.3,9.0,1,0,12,16.4,18,82.5,80.7,68.8,57.2,66.9,76.3,5,38,7.7,4,9,5,66.8,43,695,700,11,46,73,3,534,194,0.8,12.4
J.J. Watt,6163,DI,ARZ,16,1,-1.0,100.0,0.6,3.0,3.0,0,0,0,0.0,1,64.5,68.3,28.1,72.8,60.8,48.4,0,5,33.3,1,0,8,87.5,1,3,526,14,1,1,0,5,6,1.7,5.0
Robert Quinn,6166,ED,PHI,13,1,0.5,100.0,2.9,3.0,3.0,2,0,0,0.0,24,65.8,43.6,30.2,58.3,34.7,36.2,0,13,0.0,0,0,4,104.2,2,7,239,2,1,2,0,18,17,3.0,9.0
Cameron Jordan,6176,ED,NO,16,1,0.0,0.0,2.7,,12.0,0,0,1,100.0,20,85.5,74.5,73.2,53.2,82.0,51.4,0,,33.3,3,1,2,39.6,0,13,481,9,5,1,0,0,0,0.0,
Justin Houston,6222,ED,BLT,14,1,,,7.5,,,0,0,0,,3,67.5,73.6,54.0,71.7,66.4,30.1,1,,50.0,4,0,2,0.0,0,23,308,11,3,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,10,1,6.9,78.0,91.9,6.6,5.1,0,0,1,2.4,20,47.8,50.1,37.4,66.3,60.3,56.6,0,62,9.1,2,1,4,110.5,32,226,246,7,19,41,1,351,146,1.7,11.0
Josh Bynes,6503,LB,BLT,7,3,3.9,58.3,84.4,17.0,9.9,0,0,1,8.3,3,69.9,54.2,80.9,58.5,38.1,62.3,1,22,14.3,2,1,0,72.6,7,124,147,3,9,12,1,83,56,0.7,11.9
Nick Bellore,6515,FB,SEA,1,0,,,50.0,,,0,0,0,,29,60.0,80.8,65.9,60.0,74.9,71.7,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mario Addison,6558,ED,HST,12,0,-3.0,0.0,0.5,,1.0,0,0,0,0.0,13,64.1,57.8,88.9,59.4,50.7,68.1,0,,0.0,0,0,0,39.6,0,1,207,1,1,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,16,2,9.3,63.4,100.0,10.9,6.9,0,1,12,14.6,14,81.1,79.1,68.6,,65.6,70.3,2,53,6.0,3,8,4,82.6,52,599,599,10,45,82,2,585,233,1.0,11.3
Bruce Irvin,7021,ED,SEA,11,0,-2.0,100.0,11.7,8.0,8.0,0,0,0,0.0,29,57.8,60.2,31.7,55.0,69.3,43.0,0,6,50.0,4,0,3,84.7,3,24,205,6,4,3,0,13,19,0.5,4.3
Melvin Ingram III,7024,ED,MIA,17,1,2.0,88.9,16.6,7.1,6.3,1,0,0,0.0,17,48.6,70.3,15.5,78.6,65.9,30.1,0,19,40.0,2,0,6,99.5,8,62,373,9,2,9,0,71,56,1.2,8.9
Chandler Jones,7027,ED,LV,15,3,3.5,100.0,6.9,5.5,5.5,1,0,1,16.7,23,59.7,63.8,69.1,60.4,65.5,37.7,0,14,18.2,2,0,2,102.1,6,35,507,6,6,6,0,51,30,1.5,8.5
Janoris Jenkins,7043,CB,SF,2,0,10.0,100.0,100.0,7.3,7.3,0,0,0,0.0,28,47.4,49.1,74.7,,60.3,29.6,0,18,33.3,1,0,0,118.8,3,22,22,0,2,3,0,40,10,1.8,13.3
Bobby Wagner,7050,LB,LA,17,11,1.8,77.1,82.4,13.8,10.6,0,0,3,6.3,26,77.9,90.7,87.5,79.6,91.1,91.0,2,49,3.8,2,3,1,92.4,37,529,642,19,39,48,1,420,332,0.8,11.4
Lavonte David,7060,LB,TB,17,10,4.6,80.3,91.6,9.4,7.5,0,1,5,6.6,30,88.5,84.1,67.1,65.5,73.5,72.4,0,38,7.5,5,5,2,97.6,61,603,658,31,52,76,1,484,243,0.8,7.9
Casey Hayward Jr.,7064,CB,ATL,6,1,12.0,57.1,100.0,14.1,8.0,0,0,3,10.7,2,65.6,64.7,83.4,,55.2,33.7,1,40,23.5,4,2,0,80.2,16,236,236,1,12,28,1,225,68,1.0,14.1
Demario Davis,7079,LB,NO,17,11,2.8,73.8,89.4,17.8,13.1,0,0,5,11.9,20,79.8,82.7,71.6,85.9,73.6,56.0,1,26,18.4,7,4,1,96.9,31,584,653,18,20,42,2,276,209,0.5,8.9
Akiem Hicks,7090,DI,TB,11,0,0.0,100.0,0.9,2.0,2.0,0,0,0,0.0,30,58.2,61.9,52.5,58.6,65.7,50.1,0,7,0.0,0,0,2,95.8,1,2,230,2,1,1,0,7,7,3.5,7.0
Rodney McLeod,7271,S,IND,17,7,7.5,64.4,98.0,14.4,9.3,0,0,7,11.9,14,85.3,80.1,83.5,60.6,66.8,77.2,2,28,10.2,5,6,2,94.8,38,578,590,13,37,59,5,353,237,0.6,9.3
Michael Thomas,7279,S,CIN,3,0,,,88.2,,,0,0,0,,7,64.3,58.6,73.9,57.6,51.0,80.6,0,,0.0,0,0,0,0.0,0,15,17,0,1,0,0,0,0,0.0,
Tashaun Gipson Sr.,7288,S,SF,17,2,13.9,56.7,98.7,37.4,21.2,0,5,4,13.3,28,58.0,67.2,89.7,58.2,89.5,91.2,5,40,2.8,1,3,0,51.5,17,671,680,4,33,30,0,301,73,0.5,17.7
Harrison Smith,7641,S,MIN,14,5,9.8,79.5,98.0,15.7,12.5,1,0,4,9.1,18,69.5,69.1,88.8,56.0,64.8,81.0,5,49,6.5,4,3,1,78.0,35,581,593,12,53,44,2,378,131,0.7,10.8
Josh Norman,7649,CB,CAR,2,0,11.3,66.7,100.0,7.8,5.2,0,1,0,0.0,5,51.7,54.0,78.4,,60.6,79.6,0,25,0.0,0,0,0,134.7,4,32,32,0,3,6,1,54,27,1.7,13.5
Justin Bethel,7654,CB,MIA,5,0,8.7,60.0,100.0,7.6,4.6,0,0,2,10.0,17,52.9,51.4,79.6,,47.9,57.3,1,19,0.0,0,2,1,70.2,12,102,102,2,11,20,1,107,58,1.2,8.9
Xavier Rhodes,7806,CB,BUF,2,0,12.2,55.6,100.0,9.2,5.1,0,0,1,11.1,4,52.7,51.1,78.7,,44.8,37.6,0,19,0.0,0,0,0,71.1,5,50,50,0,2,9,0,49,8,1.1,9.8
Darius Slay,7817,CB,PHI,17,4,12.0,54.7,100.0,14.7,8.0,0,4,8,10.7,24,77.4,73.1,87.6,,44.7,60.6,3,41,4.7,2,8,3,76.8,41,629,629,10,37,75,4,504,151,0.8,12.3
Giovani Bernard,7818,HB,TB,1,0,,,100.0,,,0,0,0,,30,60.7,70.3,60.5,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Johnathan Hankins,7830,DI,DAL,10,0,,,0.9,,,1,0,0,,9,60.0,46.0,57.3,50.8,49.1,33.4,0,,,0,0,1,0.0,0,1,107,0,0,0,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,9,2,3.6,66.7,93.3,22.3,14.9,0,0,0,0.0,32,53.4,48.2,81.3,50.6,47.7,64.6,0,41,16.7,1,0,0,130.3,6,140,150,1,3,9,1,77,78,0.6,12.8
Jamie Collins Sr.,7833,LB,NE,3,0,6.0,100.0,76.9,10.0,10.0,0,0,0,0.0,19,50.1,64.2,77.7,56.1,71.1,70.5,0,11,,0,0,0,112.5,1,10,13,0,0,1,0,11,5,1.1,11.0
Tyrann Mathieu,7850,S,NO,17,5,5.7,67.4,96.9,20.4,13.8,0,1,4,9.3,20,87.9,81.2,86.6,70.7,62.9,65.4,3,21,8.9,4,4,2,65.9,29,631,651,8,36,43,2,219,139,0.4,7.6
John Jenkins,7863,DI,MIA,16,0,,,0.7,,,0,0,0,,17,59.8,58.6,59.8,67.3,52.8,64.9,0,,,0,0,1,0.0,0,1,136,0,0,0,0,0,0,0.0,
Logan Ryan,7864,S,TB,9,3,9.9,66.7,97.0,27.4,18.3,0,0,3,20.0,30,65.4,69.1,85.4,51.4,75.2,80.7,1,27,5.9,1,3,0,90.4,10,291,300,3,13,15,1,138,50,0.5,13.8
Duron Harmon,7872,S,LV,17,4,5.7,84.0,96.5,28.3,23.8,0,1,2,8.0,23,77.6,72.3,87.5,53.8,59.8,66.6,2,55,8.3,5,2,0,70.2,21,635,658,7,51,25,0,221,121,0.4,10.5
Brandon Williams,7875,DI,KC,5,0,,,2.0,,,0,0,0,,16,59.2,54.1,80.0,57.2,53.2,69.2,0,,,0,0,0,0.0,0,1,51,0,0,0,0,0,0,0.0,
William Gholston,7908,DI,TB,17,2,,,0.9,,,0,0,1,,30,66.0,57.6,71.6,58.6,54.2,66.9,0,,0.0,0,0,1,0.0,0,2,224,2,5,0,0,0,0,0.0,
Steven Means,7929,ED,BLT,1,0,,,5.3,,,0,0,0,,3,60.0,75.7,75.6,65.1,73.2,72.4,0,,,0,0,0,0.0,0,1,19,0,0,0,0,0,0,0.0,
A.J. Klein,7930,LB,BUF,4,1,0.4,100.0,88.1,5.6,5.6,0,0,0,0.0,4,47.1,47.7,77.8,60.7,54.2,49.7,0,22,14.3,1,0,0,101.9,9,52,59,2,5,9,0,76,72,1.5,8.4
Micah Hyde,7941,S,BUF,2,2,6.0,100.0,98.6,22.7,22.7,0,0,0,0.0,4,69.1,68.4,81.7,59.1,52.5,63.0,0,19,0.0,0,0,0,102.8,3,70,71,1,4,3,0,26,8,0.4,8.7
Jordan Poyer,8000,S,BUF,12,9,6.1,72.7,96.5,27.3,19.8,0,2,4,18.2,4,76.2,75.4,85.2,59.4,68.2,59.8,4,67,10.5,4,3,0,89.8,16,472,489,10,25,22,3,143,76,0.3,8.9
Nick Williams,8006,DI,NYG,8,0,,,0.8,,,0,0,0,,21,60.0,59.9,83.7,52.7,63.2,76.8,0,,,0,0,0,0.0,0,1,123,0,0,0,0,0,0,0.0,
Tony Jefferson,8361,S,NYG,9,2,2.3,92.3,75.7,8.5,7.8,0,0,1,7.7,21,77.0,65.3,80.6,44.4,35.4,64.5,0,14,5.9,1,1,0,87.5,12,109,144,8,14,13,0,65,39,0.6,5.4
Brandon Copeland,8378,ED,BLT,3,0,,,5.7,,,0,0,0,,3,61.7,53.7,78.6,53.4,55.7,75.2,0,,,0,0,0,0.0,0,2,35,1,0,0,0,0,0,0.0,
Chris Banjo,8419,S,ARZ,10,0,6.0,100.0,97.0,31.0,31.0,0,0,0,0.0,1,59.7,67.7,77.1,58.7,76.7,85.5,0,7,0.0,0,0,0,95.8,1,32,33,0,2,1,0,7,1,0.2,7.0
Nickell Robey-Coleman,8483,CB,LV,1,0,,,72.7,,,0,0,0,,23,67.8,64.2,72.8,52.4,60.0,,0,,,0,0,0,0.0,0,8,11,0,0,0,0,0,0,0.0,
Jadeveon Clowney,8636,ED,CLV,12,0,-6.0,100.0,1.3,4.0,4.0,0,0,0,0.0,8,61.7,75.8,64.5,70.0,74.3,74.7,0,21,0.0,0,0,2,118.8,1,4,309,2,2,1,0,21,27,5.3,21.0
Khalil Mack,8640,ED,LAC,17,1,6.4,100.0,8.3,8.0,8.0,2,0,0,0.0,27,87.1,71.1,64.5,68.2,61.2,45.6,0,24,22.2,2,0,3,118.3,5,43,517,12,6,5,0,62,30,1.6,12.4
Anthony Barr,8644,LB,DAL,14,5,4.6,80.0,88.4,14.6,11.7,0,1,0,0.0,9,57.1,59.7,58.7,63.9,61.6,64.6,0,33,10.7,3,0,2,115.0,20,304,344,9,20,25,1,210,140,0.7,10.5
Kyle Fuller,8649,CB,BLT,1,0,10.2,60.0,98.4,19.0,11.4,0,0,1,20.0,3,61.0,55.3,79.1,59.1,30.0,53.1,0,12,0.0,0,0,1,71.3,3,61,62,0,2,5,0,23,0,0.4,7.7
C.J. Mosley,8652,LB,NYJ,17,15,4.3,65.8,94.3,12.3,8.1,0,0,7,9.6,22,65.9,69.8,29.5,63.9,73.8,70.2,1,51,9.6,8,6,4,83.0,48,615,652,20,60,73,1,477,303,0.8,9.9
Jimmie Ward,8665,S,SF,11,9,4.1,81.4,96.3,6.1,5.0,1,0,2,2.9,28,69.3,76.1,83.3,62.6,91.8,65.0,3,33,10.9,5,0,1,94.0,57,365,379,13,32,70,4,440,257,1.3,7.7
Bradley Roby,8666,CB,NO,13,5,9.3,53.7,97.7,10.0,5.4,0,1,7,10.4,20,49.6,45.4,54.3,67.8,30.0,29.4,0,60,17.1,6,5,3,79.4,36,381,390,6,24,67,1,444,208,1.2,12.3
Demarcus Lawrence,8669,ED,DAL,17,1,,,2.3,,,1,0,0,,9,73.3,78.1,70.7,74.6,68.2,45.6,0,,42.9,6,0,2,0.0,0,10,427,11,7,0,0,0,0,0.0,
Kyle Van Noy,8675,ED,LAC,17,5,3.2,72.7,24.8,12.8,9.3,0,0,1,9.1,27,65.2,63.4,65.2,60.6,62.3,67.6,0,37,0.0,0,1,2,121.0,8,109,439,9,9,11,1,74,60,0.7,9.3
Lamarcus Joyner,8676,S,NYJ,14,7,15.0,71.4,98.3,24.4,17.4,0,1,3,10.7,22,53.4,57.0,64.7,82.5,62.1,54.2,3,55,9.7,3,3,3,106.1,20,514,523,2,21,28,4,299,72,0.6,15.0
Christian Kirksey,8706,LB,HST,17,11,6.0,76.1,90.7,9.7,7.4,0,0,2,2.8,13,52.5,56.1,88.6,78.1,55.0,62.4,2,30,5.6,3,2,0,97.6,54,546,602,15,40,71,2,587,336,1.1,10.9
Justin Ellis,8742,DI,NYG,17,0,,,0.6,,,0,0,0,,21,57.2,31.3,86.5,46.7,30.3,44.9,0,,0.0,0,0,0,0.0,0,1,175,1,2,0,0,0,0,0.0,
Dontae Johnson,8764,CB,SF,1,0,,,80.0,,,0,0,0,,28,68.1,59.6,71.5,53.8,51.5,71.7,0,,,0,0,0,0.0,0,8,10,0,0,0,0,0,0,0.0,
Kevin Pierre-Louis,8767,LB,HST,2,0,4.2,20.0,90.5,17.0,3.4,0,0,1,20.0,13,68.5,45.8,70.7,68.0,29.5,26.3,0,10,,0,1,1,39.6,1,19,21,0,0,5,0,10,14,0.6,10.0
Brent Urban,8769,DI,BLT,16,0,,,2.0,,,0,0,0,,3,54.6,52.8,84.9,55.3,54.5,35.1,0,,33.3,1,0,0,0.0,0,3,151,2,2,0,0,0,0,0.0,
Devon Kennard,8809,ED,BLT,7,1,5.5,100.0,11.8,4.5,4.5,0,0,0,0.0,3,48.3,59.3,81.6,54.1,68.8,48.1,0,13,20.0,1,0,0,112.5,2,9,76,1,3,2,0,22,11,2.4,11.0
T.J. Carrie,8853,CB,CAR,3,1,11.5,100.0,80.6,4.5,4.5,0,0,0,0.0,5,32.1,33.4,77.2,49.0,60.0,79.0,0,23,0.0,0,0,0,158.3,6,29,36,1,3,6,1,77,16,2.9,12.8
Terrance Mitchell,8888,CB,TEN,11,2,10.8,66.0,100.0,9.2,6.1,0,1,3,6.4,31,62.1,61.2,84.9,,48.4,77.1,1,66,2.9,1,3,2,104.3,31,307,307,9,31,47,2,473,150,1.7,15.3
Denico Autry,8982,ED,TEN,12,1,5.5,100.0,3.2,6.5,6.5,1,0,0,0.0,31,75.3,82.8,64.7,75.0,74.3,41.9,0,20,33.3,2,0,2,108.3,2,13,401,10,3,2,0,20,9,1.5,10.0
Shaquil Barrett,9000,ED,TB,8,1,1.1,100.0,14.2,5.0,5.0,0,0,0,0.0,30,40.0,68.3,69.5,65.1,77.5,52.2,0,21,50.0,3,0,1,97.0,7,35,246,3,2,7,0,51,43,1.5,7.3
Christian Jones,9020,ED,SEA,2,0,,,50.0,,,0,0,0,,29,61.4,64.6,74.5,40.5,74.7,34.9,0,,100.0,1,0,0,0.0,0,4,8,0,0,0,0,0,0,0.0,
Adrian Phillips,9177,S,NE,17,10,8.1,60.0,98.1,21.3,12.8,0,0,4,11.4,19,71.6,72.7,85.7,56.3,70.6,82.3,0,25,8.6,3,3,0,96.8,21,469,478,11,22,35,2,216,66,0.5,10.3
C.J. Goodwin,9243,CB,DAL,1,0,,,100.0,,,0,0,0,,9,60.7,70.6,89.4,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Daniel Sorensen,9253,S,NO,10,0,13.8,50.0,100.0,29.3,14.7,0,0,1,16.7,20,61.0,64.3,83.7,,66.5,80.7,2,25,0.0,0,0,0,31.3,3,93,93,0,5,6,0,39,32,0.4,13.0
Joe Thomas,9272,LB,CHI,13,2,4.0,85.0,87.3,9.1,7.8,0,0,0,0.0,6,57.1,63.0,43.8,70.1,66.0,52.7,0,21,16.7,3,0,1,111.9,17,165,189,7,13,20,1,137,65,0.9,8.1
Mike Pennel,9316,DI,CHI,17,1,,,0.6,,,0,0,0,,6,68.1,45.8,67.9,58.7,35.3,60.6,0,,0.0,0,0,1,0.0,0,1,167,1,1,0,0,0,0,0.0,
K'Waun Williams,9332,CB,DEN,14,6,4.7,69.1,93.0,10.1,7.0,0,1,8,14.5,10,66.5,67.2,52.9,61.5,69.9,36.4,1,30,23.7,9,7,3,78.7,38,410,441,6,23,55,0,351,234,0.9,9.2
Dante Fowler Jr.,9436,ED,DAL,17,1,5.0,100.0,3.8,9.0,9.0,0,0,0,0.0,9,76.7,63.2,6.2,77.0,42.7,51.5,0,10,16.7,1,0,5,108.3,1,9,236,8,4,1,0,10,5,1.1,10.0
Danny Shelton,9445,DI,KC,1,0,,,33.3,,,0,0,0,,16,58.0,47.6,72.8,57.2,57.6,,0,,,0,0,0,0.0,0,2,6,0,0,0,0,0,0,0.0,
Arik Armstead,9450,DI,SF,9,0,,,0.4,,,0,0,0,,28,59.5,63.3,85.6,62.5,59.1,73.9,0,,0.0,0,0,0,0.0,0,1,231,0,1,0,0,0,0,0.0,
Marcus Peters,9451,CB,BLT,13,2,10.3,71.0,99.6,10.7,7.6,1,1,5,8.1,3,69.5,67.7,34.4,78.3,57.0,52.2,1,48,5.7,2,2,6,116.3,44,501,503,11,31,62,5,519,163,1.1,11.8
Bud Dupree,9455,ED,TEN,11,0,4.0,100.0,7.5,5.8,5.8,0,0,0,0.0,31,47.1,58.2,53.8,60.0,61.8,51.1,0,25,25.0,1,0,2,117.7,4,24,318,5,3,4,0,49,33,2.1,12.3
Shaq Thompson,9458,LB,CAR,17,6,3.5,74.7,90.3,9.9,7.4,0,2,4,5.3,5,56.0,72.3,87.9,49.5,90.3,52.7,0,33,16.7,10,4,0,105.7,56,593,657,27,44,75,3,505,363,0.9,9.0
Landon Collins,9466,S,NYG,6,2,3.4,41.7,79.7,19.8,8.3,0,0,1,8.3,21,79.6,65.0,79.6,60.9,29.4,54.1,1,10,14.3,1,1,0,14.6,5,102,128,4,4,12,0,28,23,0.3,5.6
Mario Edwards Jr.,9468,ED,TEN,13,0,,,2.3,,,1,0,0,,31,53.7,56.0,35.4,53.6,72.7,62.7,0,,0.0,0,0,4,0.0,0,8,351,4,1,0,0,0,0,0.0,
Preston Smith,9471,ED,GB,17,0,2.1,85.7,9.0,6.3,5.4,0,0,0,0.0,12,61.4,66.4,78.7,63.4,64.1,40.7,0,42,55.6,5,0,1,118.8,6,41,458,11,4,7,0,116,106,3.1,19.3
Eric Kendricks,9478,LB,MIN,17,9,4.6,77.2,93.7,10.1,7.8,1,0,5,6.3,18,46.4,61.1,48.0,61.0,81.1,66.8,0,36,12.5,9,5,3,106.5,61,649,693,17,54,79,2,600,344,1.0,9.8
Eric Rowe,9480,S,MIA,14,5,7.0,83.0,96.7,9.0,7.5,0,0,2,4.3,17,49.5,57.3,82.3,70.4,74.5,68.6,0,79,9.5,4,2,0,110.0,39,377,390,14,33,47,0,489,226,1.4,12.5
Denzel Perryman,9481,LB,LV,12,5,3.8,71.4,79.6,12.5,8.9,0,0,0,0.0,23,61.4,74.2,82.6,65.7,80.5,54.4,2,36,13.8,4,0,0,82.7,20,257,323,11,20,28,2,182,132,0.7,9.1
Ronald Darby,9483,CB,DEN,5,1,9.7,50.0,99.4,16.1,8.1,0,0,3,15.0,10,66.3,71.1,82.5,60.0,86.5,54.9,0,20,20.0,2,1,1,66.9,10,172,173,0,7,20,0,111,31,0.7,11.1
Jordan Phillips,9485,DI,BUF,12,2,,,0.4,,,0,0,0,,4,58.4,52.2,28.2,58.8,53.9,27.5,0,,50.0,4,0,3,0.0,0,1,238,4,2,0,0,0,0,0.0,
Markus Golden,9491,ED,ARZ,17,3,0.8,80.0,8.4,5.4,4.3,0,0,0,0.0,1,64.7,65.3,59.6,62.9,65.1,55.6,0,20,15.4,2,0,3,100.4,8,43,514,8,8,10,0,81,70,1.9,10.1
Randy Gregory,9493,ED,DEN,6,1,,,11.6,,,0,0,0,,10,81.9,76.9,20.6,76.2,64.5,59.4,0,,33.3,1,0,3,0.0,0,15,129,3,1,0,0,0,0,0.0,
Frank Clark,9496,ED,KC,15,3,7.0,50.0,3.5,7.5,3.8,1,0,0,0.0,16,79.8,67.2,50.3,62.9,61.2,35.2,0,12,40.0,4,0,4,65.6,2,17,486,8,3,4,0,21,10,1.4,10.5
Tyler Lockett,9502,WR,SEA,1,0,,,100.0,,,0,0,0,,29,60.7,70.2,60.0,,,,0,,,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0.0,
P.J. Williams,9511,S,NO,11,3,9.0,76.9,98.0,17.9,13.8,0,0,2,15.4,20,64.5,64.0,84.9,77.3,53.2,79.4,0,67,5.9,1,2,0,157.9,10,193,197,4,13,13,2,186,108,1.0,18.6
Jordan Hicks,9517,LB,MIN,17,10,3.6,76.8,92.0,9.9,7.6,0,0,4,5.8,18,50.4,65.4,84.6,72.1,79.8,77.8,1,68,8.5,5,4,0,121.3,53,555,603,17,44,69,4,694,531,1.3,13.1
Danielle Hunter,9521,ED,MIN,17,1,4.6,100.0,5.2,4.4,4.4,1,0,0,0.0,18,84.5,86.3,84.6,78.3,73.7,60.7,0,31,12.5,2,0,2,109.5,7,31,601,19,13,7,0,72,40,2.3,10.3
Henry Anderson,9526,ED,CAR,11,0,,,2.0,,,0,0,0,,5,71.7,65.1,86.0,54.3,66.0,78.0,0,,0.0,0,0,0,0.0,0,2,98,1,1,0,0,0,0,0.0,
Steven Nelson,9531,CB,HST,15,4,11.4,60.0,99.8,14.1,8.4,0,0,6,10.9,13,72.0,66.7,89.7,91.1,39.2,42.1,1,51,5.6,2,6,1,78.3,33,487,488,10,30,55,1,366,91,0.8,11.1
Angelo Blackson,9533,DI,CHI,15,0,,,0.5,,,0,0,0,,6,66.1,35.2,68.2,51.7,30.3,28.2,0,,0.0,0,0,1,0.0,0,1,211,1,2,0,0,0,0,0.0,
Za'Darius Smith,9555,ED,MIN,16,0,5.0,100.0,6.3,10.0,10.0,0,0,0,0.0,18,51.9,82.2,34.0,84.7,70.0,59.3,0,18,42.9,3,0,5,118.1,3,33,528,12,4,3,0,37,22,1.2,12.3
Kwon Alexander,9557,LB,NYJ,17,6,3.3,76.6,92.6,6.7,5.1,0,1,1,2.1,22,58.5,63.0,79.4,73.6,63.6,54.2,0,41,11.4,4,1,0,96.2,36,252,272,12,25,47,0,342,251,1.4,9.5
Damien Wilson,9560,LB,CAR,11,2,5.3,88.9,88.0,7.8,6.9,0,0,0,0.0,5,57.2,57.1,79.5,69.8,55.6,66.1,0,19,0.0,0,0,1,106.0,8,66,75,4,8,9,0,85,46,1.4,10.6
Grady Jarrett,9570,DI,ATL,17,2,,,0.2,,,1,0,0,,2,63.3,71.3,71.0,73.9,61.4,48.1,0,,22.2,2,0,3,0.0,0,1,488,9,5,0,0,0,0,0.0,
Adrian Amos,9575,S,GB,17,6,7.2,75.0,98.2,15.2,11.4,0,0,2,4.5,12,45.6,53.4,62.7,60.7,69.7,73.2,1,52,4.7,2,2,3,123.8,33,531,541,9,35,44,6,307,110,0.6,9.3
Bobby McCain,9578,S,WAS,17,6,6.5,78.7,97.0,14.9,11.8,0,0,6,12.8,32,69.5,61.4,87.7,58.2,33.9,56.8,0,61,3.8,2,5,1,102.7,37,586,604,15,44,47,1,326,168,0.6,8.8
David Mayo,9602,LB,WAS,9,2,9.5,75.0,94.9,14.8,11.1,0,0,1,12.5,32,47.2,54.7,80.6,64.5,62.8,69.6,0,33,0.0,0,1,0,156.3,6,94,99,3,5,8,3,112,72,1.3,18.7
Quandre Diggs,9633,S,SEA,17,5,15.0,47.6,99.2,62.0,29.5,0,4,3,14.3,29,76.4,73.4,69.3,60.4,66.5,60.0,4,26,13.5,5,3,2,60.7,10,653,658,4,27,21,2,135,63,0.2,13.5
Christian Covington,9649,DI,LAC,4,0,,,1.9,,,0,0,0,,27,62.3,34.7,80.9,56.6,30.0,29.6,0,,,0,0,0,0.0,0,1,52,0,0,0,0,0,0,0.0,
Rakeem Nunez-Roches,9650,DI,TB,17,0,6.0,100.0,2.4,6.0,6.0,0,0,0,0.0,30,63.0,56.2,60.2,53.4,58.5,63.3,0,9,0.0,0,0,3,104.2,1,7,289,4,3,1,0,9,3,1.5,9.0
Neville Hewitt,9836,LB,HST,2,0,6.0,66.7,100.0,4.0,2.7,0,0,0,0.0,13,49.0,67.3,73.7,,79.0,78.3,0,20,0.0,0,0,0,91.0,2,8,8,1,2,3,0,24,20,3.0,12.0
